N,F,f,m,r,pfail
4000,1/4,1/2,8000,51,0.017
4000,1/4,1/2,8000,61,0.002
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.989
4000,1/4,1/2,8000,31,0.478
4000,1/4,1/2,8000,41,0.135
4000,1/4,1/2,8000,51,0.021
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.451
4000,1/4,1/2,8000,41,0.13
4000,1/4,1/2,8000,51,0.022
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.984
4000,1/4,1/2,8000,31,0.5
4000,1/4,1/2,8000,41,0.106
4000,1/4,1/2,8000,51,0.022
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.48
4000,1/4,1/2,8000,41,0.134
4000,1/4,1/2,8000,51,0.021
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.002
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.99
4000,1/4,1/2,8000,31,0.502
4000,1/4,1/2,8000,41,0.133
4000,1/4,1/2,8000,51,0.031
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.989
4000,1/4,1/2,8000,31,0.459
4000,1/4,1/2,8000,41,0.132
4000,1/4,1/2,8000,51,0.027
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.994
4000,1/4,1/2,8000,31,0.462
4000,1/4,1/2,8000,41,0.13
4000,1/4,1/2,8000,51,0.03
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.99
4000,1/4,1/2,8000,31,0.465
4000,1/4,1/2,8000,41,0.137
4000,1/4,1/2,8000,51,0.021
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.991
4000,1/4,1/2,8000,31,0.465
4000,1/4,1/2,8000,41,0.14
4000,1/4,1/2,8000,51,0.028
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.992
4000,1/4,1/2,8000,31,0.457
4000,1/4,1/2,8000,41,0.143
4000,1/4,1/2,8000,51,0.021
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.003
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.994
4000,1/4,1/2,8000,31,0.465
4000,1/4,1/2,8000,41,0.15
4000,1/4,1/2,8000,51,0.025
4000,1/4,1/2,8000,61,0.002
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.989
4000,1/4,1/2,8000,31,0.44
4000,1/4,1/2,8000,41,0.13
4000,1/4,1/2,8000,51,0.029
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.49
4000,1/4,1/2,8000,41,0.134
4000,1/4,1/2,8000,51,0.034
4000,1/4,1/2,8000,61,0.002
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.443
4000,1/4,1/2,8000,41,0.132
4000,1/4,1/2,8000,51,0.02
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.003
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.989
4000,1/4,1/2,8000,31,0.462
4000,1/4,1/2,8000,41,0.132
4000,1/4,1/2,8000,51,0.025
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.985
4000,1/4,1/2,8000,31,0.5
4000,1/4,1/2,8000,41,0.142
4000,1/4,1/2,8000,51,0.022
4000,1/4,1/2,8000,61,0.002
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.989
4000,1/4,1/2,8000,31,0.478
4000,1/4,1/2,8000,41,0.136
4000,1/4,1/2,8000,51,0.034
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.992
4000,1/4,1/2,8000,31,0.411
4000,1/4,1/2,8000,41,0.141
4000,1/4,1/2,8000,51,0.024
4000,1/4,1/2,8000,61,0.009
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.002
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.989
4000,1/4,1/2,8000,31,0.495
4000,1/4,1/2,8000,41,0.133
4000,1/4,1/2,8000,51,0.02
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.988
4000,1/4,1/2,8000,31,0.471
4000,1/4,1/2,8000,41,0.134
4000,1/4,1/2,8000,51,0.019
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.988
4000,1/4,1/2,8000,31,0.509
4000,1/4,1/2,8000,41,0.153
4000,1/4,1/2,8000,51,0.021
4000,1/4,1/2,8000,61,0.006
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.001
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.99
4000,1/4,1/2,8000,31,0.481
4000,1/4,1/2,8000,41,0.136
4000,1/4,1/2,8000,51,0.022
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.481
4000,1/4,1/2,8000,41,0.12
4000,1/4,1/2,8000,51,0.017
4000,1/4,1/2,8000,61,0.002
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.978
4000,1/4,1/2,8000,31,0.48
4000,1/4,1/2,8000,41,0.136
4000,1/4,1/2,8000,51,0.018
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.988
4000,1/4,1/2,8000,31,0.473
4000,1/4,1/2,8000,41,0.125
4000,1/4,1/2,8000,51,0.025
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.991
4000,1/4,1/2,8000,31,0.471
4000,1/4,1/2,8000,41,0.131
4000,1/4,1/2,8000,51,0.029
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.993
4000,1/4,1/2,8000,31,0.44
4000,1/4,1/2,8000,41,0.126
4000,1/4,1/2,8000,51,0.036
4000,1/4,1/2,8000,61,0.007
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.988
4000,1/4,1/2,8000,31,0.485
4000,1/4,1/2,8000,41,0.124
4000,1/4,1/2,8000,51,0.016
4000,1/4,1/2,8000,61,0.002
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.986
4000,1/4,1/2,8000,31,0.478
4000,1/4,1/2,8000,41,0.113
4000,1/4,1/2,8000,51,0.026
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.487
4000,1/4,1/2,8000,41,0.153
4000,1/4,1/2,8000,51,0.027
4000,1/4,1/2,8000,61,0.007
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.986
4000,1/4,1/2,8000,31,0.485
4000,1/4,1/2,8000,41,0.135
4000,1/4,1/2,8000,51,0.029
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.459
4000,1/4,1/2,8000,41,0.132
4000,1/4,1/2,8000,51,0.027
4000,1/4,1/2,8000,61,0.008
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.991
4000,1/4,1/2,8000,31,0.481
4000,1/4,1/2,8000,41,0.16
4000,1/4,1/2,8000,51,0.021
4000,1/4,1/2,8000,61,0.001
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.983
4000,1/4,1/2,8000,31,0.489
4000,1/4,1/2,8000,41,0.137
4000,1/4,1/2,8000,51,0.018
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.991
4000,1/4,1/2,8000,31,0.456
4000,1/4,1/2,8000,41,0.136
4000,1/4,1/2,8000,51,0.035
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.99
4000,1/4,1/2,8000,31,0.519
4000,1/4,1/2,8000,41,0.136
4000,1/4,1/2,8000,51,0.02
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.986
4000,1/4,1/2,8000,31,0.481
4000,1/4,1/2,8000,41,0.141
4000,1/4,1/2,8000,51,0.021
4000,1/4,1/2,8000,61,0.001
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.982
4000,1/4,1/2,8000,31,0.504
4000,1/4,1/2,8000,41,0.124
4000,1/4,1/2,8000,51,0.033
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.991
4000,1/4,1/2,8000,31,0.469
4000,1/4,1/2,8000,41,0.129
4000,1/4,1/2,8000,51,0.022
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.001
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.475
4000,1/4,1/2,8000,41,0.125
4000,1/4,1/2,8000,51,0.025
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.982
4000,1/4,1/2,8000,31,0.464
4000,1/4,1/2,8000,41,0.129
4000,1/4,1/2,8000,51,0.027
4000,1/4,1/2,8000,61,0.008
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.99
4000,1/4,1/2,8000,31,0.502
4000,1/4,1/2,8000,41,0.137
4000,1/4,1/2,8000,51,0.028
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.981
4000,1/4,1/2,8000,31,0.496
4000,1/4,1/2,8000,41,0.125
4000,1/4,1/2,8000,51,0.026
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.991
4000,1/4,1/2,8000,31,0.459
4000,1/4,1/2,8000,41,0.142
4000,1/4,1/2,8000,51,0.028
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.462
4000,1/4,1/2,8000,41,0.138
4000,1/4,1/2,8000,51,0.025
4000,1/4,1/2,8000,61,0.006
4000,1/4,1/2,8000,71,0.003
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.989
4000,1/4,1/2,8000,31,0.471
4000,1/4,1/2,8000,41,0.148
4000,1/4,1/2,8000,51,0.031
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.989
4000,1/4,1/2,8000,31,0.417
4000,1/4,1/2,8000,41,0.153
4000,1/4,1/2,8000,51,0.023
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.996
4000,1/4,1/2,8000,31,0.451
4000,1/4,1/2,8000,41,0.142
4000,1/4,1/2,8000,51,0.026
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.992
4000,1/4,1/2,8000,31,0.43
4000,1/4,1/2,8000,41,0.127
4000,1/4,1/2,8000,51,0.018
4000,1/4,1/2,8000,61,0.007
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.986
4000,1/4,1/2,8000,31,0.474
4000,1/4,1/2,8000,41,0.116
4000,1/4,1/2,8000,51,0.035
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.001
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.482
4000,1/4,1/2,8000,41,0.138
4000,1/4,1/2,8000,51,0.02
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.991
4000,1/4,1/2,8000,31,0.486
4000,1/4,1/2,8000,41,0.142
4000,1/4,1/2,8000,51,0.025
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.995
4000,1/4,1/2,8000,31,0.46
4000,1/4,1/2,8000,41,0.108
4000,1/4,1/2,8000,51,0.032
4000,1/4,1/2,8000,61,0.008
4000,1/4,1/2,8000,71,0.004
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.993
4000,1/4,1/2,8000,31,0.467
4000,1/4,1/2,8000,41,0.143
4000,1/4,1/2,8000,51,0.028
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.988
4000,1/4,1/2,8000,31,0.45
4000,1/4,1/2,8000,41,0.125
4000,1/4,1/2,8000,51,0.029
4000,1/4,1/2,8000,61,0.001
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.986
4000,1/4,1/2,8000,31,0.491
4000,1/4,1/2,8000,41,0.143
4000,1/4,1/2,8000,51,0.02
4000,1/4,1/2,8000,61,0.009
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.991
4000,1/4,1/2,8000,31,0.468
4000,1/4,1/2,8000,41,0.14
4000,1/4,1/2,8000,51,0.027
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.988
4000,1/4,1/2,8000,31,0.517
4000,1/4,1/2,8000,41,0.143
4000,1/4,1/2,8000,51,0.027
4000,1/4,1/2,8000,61,0.001
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.001
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.983
4000,1/4,1/2,8000,31,0.475
4000,1/4,1/2,8000,41,0.137
4000,1/4,1/2,8000,51,0.026
4000,1/4,1/2,8000,61,0.006
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.99
4000,1/4,1/2,8000,31,0.426
4000,1/4,1/2,8000,41,0.139
4000,1/4,1/2,8000,51,0.022
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.001
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.483
4000,1/4,1/2,8000,41,0.13
4000,1/4,1/2,8000,51,0.03
4000,1/4,1/2,8000,61,0.005
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.467
4000,1/4,1/2,8000,41,0.142
4000,1/4,1/2,8000,51,0.027
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.987
4000,1/4,1/2,8000,31,0.485
4000,1/4,1/2,8000,41,0.151
4000,1/4,1/2,8000,51,0.022
4000,1/4,1/2,8000,61,0.006
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.002
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.984
4000,1/4,1/2,8000,31,0.449
4000,1/4,1/2,8000,41,0.132
4000,1/4,1/2,8000,51,0.031
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.99
4000,1/4,1/2,8000,31,0.413
4000,1/4,1/2,8000,41,0.15
4000,1/4,1/2,8000,51,0.026
4000,1/4,1/2,8000,61,0.006
4000,1/4,1/2,8000,71,0.001
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.985
4000,1/4,1/2,8000,31,0.457
4000,1/4,1/2,8000,41,0.123
4000,1/4,1/2,8000,51,0.022
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.996
4000,1/4,1/2,8000,31,0.461
4000,1/4,1/2,8000,41,0.133
4000,1/4,1/2,8000,51,0.031
4000,1/4,1/2,8000,61,0.009
4000,1/4,1/2,8000,71,0.002
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.986
4000,1/4,1/2,8000,31,0.48
4000,1/4,1/2,8000,41,0.131
4000,1/4,1/2,8000,51,0.036
4000,1/4,1/2,8000,61,0.004
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.0
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.986
4000,1/4,1/2,8000,31,0.483
4000,1/4,1/2,8000,41,0.136
4000,1/4,1/2,8000,51,0.031
4000,1/4,1/2,8000,61,0.003
4000,1/4,1/2,8000,71,0.0
4000,1/4,1/2,8000,81,0.001
4000,1/4,1/2,8000,91,0.0
4000,1/4,1/2,8000,101,0.0
4000,1/4,1/2,8000,11,1.0
4000,1/4,1/2,8000,21,0.989
4000,1/4,1/2,8000,31,0.484
